Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2021-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;27021;32268;177
2021-12;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;32533;35185;146
2021-12;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;25030;26673;354
2021-12;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;16797;31456;358
2022-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;22918;36813;89
2022-01;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;29392;38674;180
2022-01;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;32173;47612;188
2022-01;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;19779;40000;276
2022-01;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;16888;22917;151
2022-02;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;33644;22280;334
2022-02;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;49587;60936;434
2022-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;30007;23228;203
2022-02;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;30596;27077;227
2022-02;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;20822;11343;64
2022-02;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;15274;18389;304
2022-02;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;16345;17671;293
2022-03;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;39116;25054;377
2022-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35642;25707;263
2022-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;35249;19737;143
2022-03;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14461;9422;325
2022-03;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;35421;29012;448
2022-03;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;18787;19868;285
2022-03;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;21006;20785;302
2022-04;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;20062;13223;109
2022-04;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;18076;14334;109
2022-04;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;32321;20371;284
2022-04;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;18058;17653;123
2022-04;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4387;3832;10
2022-04;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;10351;6913;34
2022-04;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;52240;47845;505
2022-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;26187;16267;74
2022-04;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;27661;22024;262
2022-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;43978;33166;286
2022-04;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;14715;14759;153
2022-04;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;18588;15625;207
2022-04;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;28731;25410;306
2022-04;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;21881;23237;304
2022-04;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;26305;20161;277
2022-05;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;23467;22051;121
2022-05;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;33857;26310;318
2022-05;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;19348;19498;361
2022-05;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17090;16616;254
2022-05;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15975;11320;219
2022-05;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;27737;26703;339
2022-05;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;32427;28562;419
2022-05;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19197;20660;266
2022-05;Região não Especificada;Desconhecido | Nacional;;651;419;
2022-06;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;18954;15664;168
2022-06;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;38592;28197;184
2022-06;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;20016;19975;96
2022-06;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;19882;11600;70
2022-06;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;22622;26661;544
2022-06;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;15698;13426;203
2022-06;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;25504;24568;495
2022-06;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;43906;38192;623
2022-06;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;11347;8214;218
2022-07;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;19510;13639;138
2022-07;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;53798;48331;486
2022-07;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;9604;6893;57
2022-07;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;41204;32007;410
2022-07;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;30769;23943;175
2022-07;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;28089;19319;222
2022-07;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;24080;33647;266
2022-07;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;15490;16534;242
2022-07;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;14952;14891;193
2022-07;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;22212;24446;302
2022-07;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;27281;24402;285
2022-07;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;15161;17031;179
2022-07;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;16822;17960;244
2022-07;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;11442;7788;203
2022-07;Região não Especificada;Desconhecido | Nacional;;580;333;
2022-08;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24226;11811;134
2022-08;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;53787;49870;443
2022-08;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;26397;22300;238
2022-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;25351;18133;87
2022-08;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;21443;20497;173
2022-08;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;14278;14607;212
2022-08;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;38713;42734;399
2022-08;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;16326;12969;148
2022-08;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;25660;24614;263
2022-08;Região não Especificada;Desconhecido | Nacional;;659;421;
2022-08;Região não Especificada;Desconhecido | Nacional;;368;1;
2022-09;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;29270;28461;245
2022-09;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4404;4520;12
2022-09;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;37814;36813;252
2022-09;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11240;8067;17
2022-09;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;54385;66543;496
2022-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;33294;21857;186
2022-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;47758;38473;303
2022-09;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;40923;32679;342
2022-09;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;31746;30517;516
2022-09;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;12059;9161;285
2022-09;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;14721;11322;176
2022-09;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;18012;18805;307
2022-09;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;23976;28833;348
2022-09;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;27301;22673;245
2022-09;Região não Especificada;Desconhecido | Nacional;;582;384;
2022-10;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;36717;37522;208
2022-10;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;58157;53080;662
2022-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;32461;24457;190
2022-10;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;30589;24298;254
2022-10;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;40218;32104;354
2022-10;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;43332;31024;154
2022-10;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;21861;11894;71
2022-10;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;20573;17598;479
2022-10;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;34817;37389;378
2022-11;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;62187;68244;555
2022-11;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21849;21626;194
2022-11;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;64877;54931;687
2022-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35112;23685;228
2022-11;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;43845;32727;392
2022-11;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;46125;31097;204
2022-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;29319;19919;156
2022-11;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;29594;37289;329
2022-11;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;29373;29427;338
2022-11;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;32694;26800;434
2022-11;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;22946;18741;390
2022-11;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15453;10962;189
2022-11;Região não Especificada;Desconhecido | Nacional;;582;337;
2022-12;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;12560;7399;62
2022-12;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;19356;10484;101
2022-12;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;50535;46114;409
2022-12;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;32762;33117;271
2022-12;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;25127;20171;197
2022-12;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;24105;19443;144
2022-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;23005;15728;96
2022-12;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;13710;14066;212
2022-12;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;14895;11832;165
2022-12;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;22482;25810;316
2022-12;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;17585;14724;291
2023-01;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;22287;16883;202
2023-01;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;24445;16422;108
2023-01;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27578;13463;129
2023-01;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11959;7172;111
2023-01;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12204;8474;67
2023-01;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;23453;16096;192
2023-01;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5258;5298;8
2023-01;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;51571;37675;463
2023-01;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;26149;12499;89
2023-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35961;24854;267
2023-01;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;40718;27118;325
2023-01;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;32055;23828;192
2023-01;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;28947;32369;396
2023-01;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;30327;32204;420
2023-01;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;36540;30174;436
2023-01;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;24566;17835;245
2023-01;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;27766;27552;359
2023-01;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;29920;37352;386
2023-01;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14041;9025;254
2023-01;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52654;42634;584
2023-02;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24145;11658;142
2023-02;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;10095;7319;27
2023-02;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;12714;9645;35
2023-02;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;27343;17013;208
2023-02;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;30447;21189;276
2023-02;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;28380;16869;101
2023-02;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;24707;21067;298
2023-02;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;33753;32595;345
2023-02;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;19586;12993;303
2023-02;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;15733;15165;274
2023-02;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;17527;19009;342
2023-03;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.014,-7.8675;23481;17697;199
2023-03;Algarve;ACES Algarve III - Algarve Sotavento;37.115865018,-7.6506054852;12452;7409;142
2023-03;Centro;ACES Pinhal Interior Norte;40.111927,-8.246515;22325;22096;234
2023-03;Centro;Área dos CSP da ULS Região de Aveiro;40.6418,-8.65166;65563;55212;749
2023-03;Centro;ACES Pinhal Litoral;39.7464482,-8.8044873;39864;38884;276
2023-03;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.69329057,-9.3178385229;31354;23670;422
2023-03;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7365023,-9.1313583;34552;25876;335
2023-03;Lisboa e Vale do Tejo;ACES Oeste Sul;39.079532265,-9.2569721248;32399;19337;167
2023-03;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.426805082,-8.2945278754;53879;42321;614
2023-03;Norte;ACES Grande Porto VI - Porto Oriental;41.169696,-8.612651;20311;22160;393
2023-03;Norte;ACES Grande Porto V - Porto Ocidental;41.160263,-8.681729;31895;27868;464
2023-03;Norte;ACES Tâmega III - Vale do Sousa Norte;41.280299,-8.278129;29704;29921;431
2023-03;Norte;ACES Cávado I - Braga;41.547059616,-8.4278529356;35339;30110;447
2023-04;Algarve;ACES Algarve III - Algarve Sotavento;37.115865018,-7.6506054852;9190;5847;107
2023-04;Norte;ACES Grande Porto VI - Porto Oriental;41.169696,-8.612651;17034;17372;304
2023-04;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.426805082,-8.2945278754;41261;33662;511
2023-04;Norte;ACES Cávado II - Gerês / Cabreira;41.629758698,-8.3591461276;15204;16019;266
2023-04;Norte;Área dos CSP da ULS Nordeste;41.806816,-6.759102;16901;11589;149
2023-04;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;23094;26169;329
2023-05;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;16106;9231;71
2023-05;Centro;Área dos CSP da ULS Região de Aveiro;40.6418,-8.65166;62109;54999;660
2023-05;Centro;ACES Pinhal Litoral;39.7464482,-8.8044873;38543;37163;273
2023-05;Lisboa e Vale do Tejo;ACES Oeste Sul;39.079532265,-9.2569721248;30746;19793;133
2023-05;Lisboa e Vale do Tejo;ACES Cascais;38.698818794,-9.3815130504;27857;25559;306
2023-05;Norte;ACES Tâmega II - Vale do Sousa Sul;41.206266147,-8.2725028602;35135;30883;411
2023-05;Norte;ACES Tâmega III - Vale do Sousa Norte;41.280299,-8.278129;30761;30371;399
2023-05;Norte;ACES Cávado I - Braga;41.547059616,-8.4278529356;36777;31670;591
2023-05;Norte;ACES Grande Porto VII - Gaia;41.127363348,-8.5796956622;27719;27970;511
2023-05;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;28743;31580;388
2023-06;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;22676;14642;104
2023-06;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;43026;31851;408
2023-06;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;26385;17051;120
2023-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;27392;18443;134
2023-06;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;30721;27222;535
2023-06;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;18415;13547;299
2023-06;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;16653;17352;305
2023-07;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.014,-7.8675;18387;15163;87
2023-07;Algarve;ACES Algarve II - Algarve Barlavento;37.13765,-8.544009;23255;11908;109
2023-07;Centro;ACES Beira Interior Sul;39.831269,-7.486884;9336;6864;27
2023-07;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.69329057,-9.3178385229;26944;21029;284
2023-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.891077,-9.039536;23968;16957;83
2023-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;33318;19492;295
2023-07;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;38552;39528;502
2023-07;Norte;ACES Grande Porto VII - Gaia;41.127363348,-8.5796956622;19932;23353;337
2023-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.237167,-8.688705;29029;21663;183
2023-08;Lisboa e Vale do Tejo;ACES Cascais;38.698818794,-9.3815130504;20362;21632;194
2023-08;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.346844614,-8.482973945;16862;17352;251
2023-08;Norte;ACES Tâmega III - Vale do Sousa Norte;41.280299,-8.278129;25036;28241;263
2023-08;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.002755547,-8.6377298499;24288;27924;310
2023-09;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;13099;8308;71
2023-09;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.659169,-7.915314;43870;33114;427
2023-09;Centro;ACES Baixo Mondego;40.21578,-8.41058;52385;62285;472
2023-09;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;10987;10148;36
2023-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;32390;20887;220
2023-09;Lisboa e Vale do Tejo;ACES Médio Tejo;39.446082196,-8.5086017608;32841;25009;187
2023-09;Norte;ACES Tâmega I - Baixo Tâmega;41.271319448,-8.0787110652;25625;21660;197
2023-09;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.002755547,-8.6377298499;24573;27916;312
2023-09;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.346844614,-8.482973945;16000;17091;278
2023-10;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;11692;11098;22
2023-10;Lisboa e Vale do Tejo;ACES Sintra;38.752326416,-9.274985919;41149;33466;218
2023-10;Lisboa e Vale do Tejo;ACES Médio Tejo;39.446082196,-8.5086017608;34914;26080;181
2023-10;Lisboa e Vale do Tejo;ACES Oeste Sul;39.079532265,-9.2569721248;27899;19120;133
2023-10;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;27510;30849;400
2023-10;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.346844614,-8.482973945;17708;19030;423
2023-10;Norte;ACES Ave / Famalicão;41.383524892,-8.4155289584;19537;21378;373
2023-11;Alentejo;Área dos CSP da ULS Alentejo Central;38.574093,-7.911785;34397;24136;315
2023-11;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.014,-7.8675;22613;15583;149
2023-11;Algarve;ACES Algarve I - Algarve Central;37.02745056,-7.937649;39181;24493;429
2023-11;Centro;ACES Baixo Mondego;40.21578,-8.41058;55584;63373;757
2023-11;Centro;ACES Beira Interior Sul;39.831269,-7.486884;12094;6633;30
2023-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.237167,-8.688705;33164;22049;220
2023-11;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.739567,-9.168651;30307;19924;247
2023-11;Lisboa e Vale do Tejo;ACES Cascais;38.698818794,-9.3815130504;24712;24262;271
2023-11;Lisboa e Vale do Tejo;ACES Oeste Norte;39.411452329,-9.1394549604;28498;21295;203
2023-11;Norte;ACES Grande Porto V - Porto Ocidental;41.160263,-8.681729;31304;26994;462
2023-11;Norte;ACES Douro II - Douro Sul;41.0828,-7.79611;13693;8560;323
2023-11;Norte;ACES Tâmega I - Baixo Tâmega;41.271319448,-8.0787110652;29747;23639;347
2023-11;Norte;ACES Grande Porto III - Maia / Valongo;41.233597309,-8.6166174889;36888;36826;792
2023-11;Norte;ACES Ave / Famalicão;41.383524892,-8.4155289584;20712;20998;522
